user_sn,Group,total_actions,unique_videos,actions_per_video,Cluster,Cluster_Label,PC1,PC2
72784,Group 1 (Initial),3.0,1.0,3.0,1,Low (低活躍),-0.367180164941168,-0.5420130987501153
183928,Group 1 (Initial),28.0,5.0,5.6,1,Low (低活躍),-0.2232156953477631,-0.3260503492308621
168571,Group 1 (Initial),13.0,1.0,13.0,1,Low (低活躍),-0.1896954914316499,-0.6167920104581426
87645,Group 1 (Initial),54.0,4.0,13.5,1,Low (低活躍),-0.0702544754786774,-0.44660870785663
170839,Group 1 (Initial),858.0,35.0,24.51428571428572,0,Medium (中活躍),1.8556024710233283,1.226640484050997
73324,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
78205,Group 1 (Initial),179.0,17.0,10.529411764705882,1,Low (低活躍),0.2815358331947429,0.3345458768037476
75497,Group 1 (Initial),37.0,4.0,9.25,1,Low (低活躍),-0.1656997023558423,-0.4134118814723307
60374,Group 1 (Initial),8.0,1.0,8.0,1,Low (低活躍),-0.278437828186409,-0.5794025546041289
75112,Group 1 (Initial),175.0,11.0,15.909090909090908,1,Low (低活躍),0.2683089232732142,-0.0614801575599461
240765,Group 1 (Initial),372.0,18.0,20.666666666666668,1,Low (低活躍),0.7641683794607159,0.2979082473891782
76666,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
86372,Group 1 (Initial),165.0,10.0,16.5,1,Low (低活躍),0.2465075889457775,-0.1241960262129722
78872,Group 1 (Initial),145.0,12.0,12.083333333333334,1,Low (低活躍),0.174984765515041,0.029508041799585
212842,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
29231,Group 1 (Initial),197.0,19.0,10.36842105263158,1,Low (低活躍),0.3385146979733484,0.4526794169183257
75069,Group 1 (Initial),425.0,8.0,53.125,1,Low (低活躍),1.2158587625202353,-0.5418241634829424
80086,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
184409,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
79251,Group 1 (Initial),70.0,5.0,14.0,1,Low (低活躍),-0.0213851589835466,-0.392595655247709
121691,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
241568,Group 1 (Initial),639.0,37.0,17.27027027027027,0,Medium (中活躍),1.4259576265831515,1.4232706145012963
34771,Group 1 (Initial),301.0,28.0,10.75,0,Medium (中活躍),0.6489179785305104,0.9735783667072352
72823,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
52983,Group 1 (Initial),373.0,30.0,12.433333333333334,0,Medium (中活躍),0.8205018467719312,1.0721287678147198
26970,Group 1 (Initial),713.0,32.0,22.28125,0,Medium (中活躍),1.5448697365095887,1.080772589502709
13107,Group 1 (Initial),147.0,20.0,7.35,1,Low (低活躍),0.2268573269088598,0.5399409354442186
146871,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
178311,Group 1 (Initial),28.0,5.0,5.6,1,Low (低活躍),-0.2232156953477631,-0.3260503492308621
70332,Group 1 (Initial),5.0,1.0,5.0,1,Low (低活躍),-0.3316832302392644,-0.5569688810917207
70065,Group 1 (Initial),11.0,3.0,3.6666666666666665,1,Low (低活躍),-0.3125083043392367,-0.4288663628153255
88399,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
75060,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
80909,Group 1 (Initial),76.0,6.0,12.666666666666666,1,Low (低活躍),-0.0178742782677145,-0.3239662903091661
51408,Group 1 (Initial),503.0,35.0,14.371428571428572,0,Medium (中活躍),1.134244745938343,1.3407813849721957
140228,Group 1 (Initial),34.0,3.0,11.333333333333334,1,Low (低活躍),-0.1523673077404099,-0.4878995098904558
79913,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
75413,Group 1 (Initial),286.0,28.0,10.214285714285714,0,Medium (中活躍),0.6167046400478898,0.9791905269153952
88836,Group 1 (Initial),142.0,18.0,7.888888888888889,1,Low (低活躍),0.1963990487768854,0.4175799270849287
75257,Group 1 (Initial),5.0,1.0,5.0,1,Low (低活躍),-0.3316832302392644,-0.5569688810917207
70334,Group 1 (Initial),26.0,6.0,4.333333333333333,1,Low (低活躍),-0.2311841880080636,-0.2570237694139549
75484,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
231,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
180502,Group 1 (Initial),710.0,38.0,18.68421052631579,0,Medium (中活躍),1.575949269304643,1.4644434826342754
80745,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
242894,Group 1 (Initial),578.0,33.0,17.515151515151516,0,Medium (中活躍),1.271508905493847,1.1903475763263471
6792,Group 1 (Initial),492.0,48.0,10.25,0,Medium (中活躍),1.2539306941641375,2.145515784857039
93668,Group 1 (Initial),81.0,14.0,5.785714285714286,1,Low (低活躍),0.0039617825630021,0.2019546615595351
122334,Group 1 (Initial),0.0,0.0,0.0,1,Low (低活躍),-0.4360896121782192,-0.5790525785755595
